0,123135,300813,25.300,1.200,21000.0000,17.71,32.89,20220704,115.0000,20271228,123135,20811.9300,20220119,0.89,A+,A+
0,127056,000708,23.500,0.400,500000.0000,16.45,30.55,20220905,106.0000,20280225,127056,499967.3300,20220415,0.01,AAA,AAA
1,113055,601838,13.130,0.400,800000.0000,,17.07,20220909,107.0000,20280303,191055,519663.9900,20220406,35.04,AAA,AAA
1,111003,605166,14.210,0.600,20400.0000,9.95,18.47,20220913,115.0000,20280307,,20374.1000,20220419,0.13,AA-,AA-
1,118006,688179,28.290,0.700,38740.0000,19.80,36.78,20220921,115.0000,20280315,,38703.7000,20220412,0.09,A+,A+
0,123141,300283,5.370,0.700,32126.0000,3.76,6.98,20220921,115.0000,20280315,123141,32097.5300,20220408,0.09,A,A
0,127058,002422,16.040,0.400,300000.0000,11.23,20.85,20220926,108.0000,20280318,127058,150391.7900,20220420,49.87,AA+,AA+
0,123142,300853,33.910,0.500,55000.0000,23.74,44.08,20220926,110.0000,20280318,123142,54964.2100,20220411,0.07,A+,A+
1,113056,601963,10.500,0.400,1300000.0000,,13.65,20220930,110.0000,20280323,191056,1299938.0000,20220414,0.00,AAA,AAA
1,118007,688030,24.520,0.700,26743.0000,17.16,31.88,20220928,114.0000,20280322,,26728.4000,20220421,0.05,A+,A+
1,111004,605068,24.410,0.600,67300.0000,17.09,31.73,20221010,115.0000,20280330,,67293.2000,20220425,0.01,AA-,AA-
1,113058,601686,6.580,0.500,200000.0000,4.61,8.55,20221010,112.0000,20280330,191058,199998.1000,20220426,0.00,AA,AA
0,123143,300843,23.270,0.600,33000.0000,16.29,30.25,20221010,112.0000,20280331,123143,32972.1200,20220422,0.08,AA-,AA-
0,127055,002989,18.500,0.500,57700.0000,12.95,24.05,20220829,115.0000,20280222,127055,57660.2600,20220324,0.06,AA-,AA-
0,127053,002988,17.970,0.600,82400.0000,12.58,23.36,20220728,118.0000,20280124,127053,48172.1400,20220304,41.54,AA-,AA-
0,127054,002381,7.510,0.500,51364.0000,5.26,9.76,20220817,112.0000,20280211,127054,51361.1500,20220315,0.01,AA,AA
0,123138,300556,26.560,0.700,24000.0000,18.59,34.53,20220908,115.0000,20280302,123138,23955.1000,20220322,0.19,A+,A+
0,127059,002753,8.630,0.600,38000.0000,6.04,11.22,20221014,115.0000,20280408,127059,37919.3400,20220516,0.21,AA-,AA-
0,123144,300305,13.850,0.500,60000.0000,4.16,18.01,20221017,115.0000,20280411,123144,59990.6600,20220427,0.02,AA-,AA-
1,113646,603058,8.260,0.500,14587.0000,5.78,10.74,20221020,108.3000,20280414,191646,13817.1000,20220517,5.28,AA-,AA-
1,113644,603638,23.740,0.500,100000.0000,16.62,30.86,20221118,115.0000,20280415,191644,99996.3000,20220512,0.00,AA-,AA-
0,127060,002982,30.260,0.400,64000.0000,21.18,39.34,20221025,110.0000,20280419,127060,63991.8900,20220610,0.01,A+,A+
0,127061,000723,12.930,0.400,359000.0000,9.05,16.81,20221026,118.0000,20280420,127061,356280.7600,20220530,0.75,AA-,AA-
0,123145,300725,81.440,0.500,115000.0000,57.01,105.87,20221026,110.0000,20280420,123145,114939.5300,20220518,0.05,AA,AA
0,127062,002398,7.680,0.600,39630.0000,5.38,9.98,20221027,115.0000,20280421,127062,39598.2100,20220520,0.08,AA-,AA-
1,113647,603609,10.140,0.500,150000.0000,7.10,13.18,20221028,112.0000,20280422,191647,146700.8800,20220518,2.20,AA,AA
1,110086,600496,4.920,0.500,200000.0000,3.44,6.40,20221028,112.0000,20280422,190086,199995.0000,20220523,0.00,AA,AA
0,127063,000589,4.400,0.500,180000.0000,3.08,5.72,20221028,110.0000,20280422,127063,154746.9600,20220530,14.03,AA,AA
1,113648,603477,25.210,0.600,100000.0000,17.65,32.77,20221031,110.0000,20280425,191648,91542.9000,20220517,8.46,AA-,AA-
0,123146,300692,7.420,0.600,86400.0000,5.19,9.65,20221114,115.0000,20280506,123146,86396.9800,20220526,0.00,AA-,AA-
1,113516,603323,5.040,2.000,250000.0000,,6.55,20190211,110.0000,20240802,191516,128859.7700,20180820,48.46,AA+,AA+
1,110043,600908,5.430,1.800,300000.0000,,7.06,20180806,106.0000,20240130,190043,271283.4700,20180314,9.57,AA+,AA+
1,113505,603618,5.930,2.000,78000.0000,4.15,7.71,20180912,108.0000,20240306,191505,74836.3800,20180327,4.06,AA,AA
1,113504,603989,20.210,2.000,69100.0000,14.15,26.27,20180910,106.0000,20240302,191504,45686.6700,20180323,33.88,AA,AA
1,113527,603518,9.650,2.000,74600.0000,6.76,12.55,20190730,115.0000,20250124,191527,28602.9500,20190219,61.66,AA,AA
1,113532,603817,6.150,1.800,46000.0000,4.31,8.00,20191009,108.0000,20250402,191532,45847.2000,20190424,0.33,AA+,AA
1,113526,603797,5.720,,39000.0000,4.00,7.44,20190729,106.0000,20250123,191526,19266.9500,20190218,50.60,AA+,AA-
1,113530,603081,13.000,2.500,63000.0000,9.10,16.90,20191002,116.0000,20250327,191530,62975.9000,20190418,0.04,AA,AA
1,113024,601611,9.200,1.800,299625.0000,6.44,11.96,20191014,105.0000,20250408,191024,299537.6500,20190426,0.03,AAA,AAA
1,113588,603108,13.100,1.500,55000.0000,9.17,17.03,20201223,109.0000,20260617,191588,31847.2200,20200713,42.10,AA,AA
